#mpa_vOct22_CHOCOPhlAnSGB_202212
clade_name	1000801248_metaphlan_bugs_list	1000801318_metaphlan_bugs_list	1000801368_metaphlan_bugs_list	1001301158_metaphlan_bugs_list	1001301248_metaphlan_bugs_list	1001301318_metaphlan_bugs_list	1001801138_metaphlan_bugs_list	1001801248_metaphlan_bugs_list	1001801318_metaphlan_bugs_list	1002701138_metaphlan_bugs_list	1002701158_metaphlan_bugs_list	1002701278_metaphlan_bugs_list	1003101118_metaphlan_bugs_list	1003101188_metaphlan_bugs_list	1003101278_metaphlan_bugs_list	1004001168_metaphlan_bugs_list	1004001278_metaphlan_bugs_list	1004001348_metaphlan_bugs_list	1005601098_metaphlan_bugs_list	1005601168_metaphlan_bugs_list	1005601348_metaphlan_bugs_list	1050801308_metaphlan_bugs_list	1050801318_metaphlan_bugs_list	1050835178_metaphlan_bugs_list	1050835218_metaphlan_bugs_list	1060435158_metaphlan_bugs_list	1060435318_metaphlan_bugs_list	1060435348_metaphlan_bugs_list	1060801198_metaphlan_bugs_list	1060801338_metaphlan_bugs_list	1060835148_metaphlan_bugs_list	1061235118_metaphlan_bugs_list	1061235188_metaphlan_bugs_list	1061235278_metaphlan_bugs_list	1061635088_metaphlan_bugs_list	1061635208_metaphlan_bugs_list	1061635368_metaphlan_bugs_list	1062101108_metaphlan_bugs_list	1062101238_metaphlan_bugs_list	1062101338_metaphlan_bugs_list	1062301128_metaphlan_bugs_list	1062301198_metaphlan_bugs_list	1062335178_metaphlan_bugs_list	1062601228_metaphlan_bugs_list	1062601258_metaphlan_bugs_list	1062601368_metaphlan_bugs_list	1062701128_metaphlan_bugs_list	1062701298_metaphlan_bugs_list	1062735148_metaphlan_bugs_list	1062735198_metaphlan_bugs_list	1062901138_metaphlan_bugs_list	1062901218_metaphlan_bugs_list	1062901318_metaphlan_bugs_list	1900401198_metaphlan_bugs_list	1900401288_metaphlan_bugs_list	1900401398_metaphlan_bugs_list	1902401118_metaphlan_bugs_list	1902401208_metaphlan_bugs_list	1902401308_metaphlan_bugs_list	2050501168_metaphlan_bugs_list	2050501298_metaphlan_bugs_list	2050501348_metaphlan_bugs_list	4002101198_metaphlan_bugs_list	4002101298_metaphlan_bugs_list	4002135018_metaphlan_bugs_list	4003235018_metaphlan_bugs_list	4003235288_metaphlan_bugs_list	4003235368_metaphlan_bugs_list	4004235208_metaphlan_bugs_list	4004235248_metaphlan_bugs_list	4004235268_metaphlan_bugs_list	4004735328_metaphlan_bugs_list	4004735368_metaphlan_bugs_list	4004935158_metaphlan_bugs_list	4004935268_metaphlan_bugs_list	4004935338_metaphlan_bugs_list	4005935278_metaphlan_bugs_list	4005935328_metaphlan_bugs_list	4005935358_metaphlan_bugs_list	4006635198_metaphlan_bugs_list	4006635258_metaphlan_bugs_list	4006635278_metaphlan_bugs_list	4006635338_metaphlan_bugs_list	4006935208_metaphlan_bugs_list	4006935248_metaphlan_bugs_list	4006935358_metaphlan_bugs_list	4007135108_metaphlan_bugs_list	4007135118_metaphlan_bugs_list	4007135148_metaphlan_bugs_list	4007135288_metaphlan_bugs_list	4007235168_metaphlan_bugs_list	4007235278_metaphlan_bugs_list	4007435168_metaphlan_bugs_list	4007435248_metaphlan_bugs_list	4007435258_metaphlan_bugs_list	4007535198_metaphlan_bugs_list	4007535238_metaphlan_bugs_list	4007535358_metaphlan_bugs_list	4008435158_metaphlan_bugs_list	4008435348_metaphlan_bugs_list	4008435358_metaphlan_bugs_list	4009035168_metaphlan_bugs_list	4009035268_metaphlan_bugs_list	4009035368_metaphlan_bugs_list	4009835178_metaphlan_bugs_list	4009835228_metaphlan_bugs_list	4009835268_metaphlan_bugs_list
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Ureaplasma|s__Ureaplasma_urealyticum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04221	0.0	0.0	0.23764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01749	0.00453	0.24534	20.07139	0.81317	8.56996	0.0	0.25412	0.0	2.59613	0.0	0.0	0.0	0.0	0.0	0.0	0.22977	0.0	0.05876	0.0	0.0	0.0	0.0	0.0	0.14729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35093	0.12708	0.0	0.0	0.0	0.0	0.15712	1.02033	0.47238
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_hominis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.19743	0.0	0.0	0.0	0.0	0.0	0.80536	0.0	0.04952	0.0	0.36985	0.0	0.0	0.29255	0.04624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04017	0.0	0.21493	7.42221	0.0	0.0	1.18044	0.96849	1.14681	0.0	0.02581	7.19779	3.01207	1.03356	0.15671	0.0	0.0	0.1055	0.18423	0.64272	11.64537	5.46212	0.06033	0.39621	0.09332	0.11852	0.05237	0.0322	0.0	0.0	0.0	0.11355	0.0	0.0	0.0	0.0	0.07082	0.0	0.0	0.19718	0.31525	0.15856	0.85653	0.07849	1.7688
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_amnii|t__SGB1558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.71622	0.14467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.77609	1.94809	3.99218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.36206	0.0	1.52776	1.43291	0.05042	0.04629	0.58145	6.69313	2.88421	0.77368	3.62945	0.02106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02433	0.0	0.82212	1.74016	11.66681	1.09519	0.0	0.0	0.34356	0.58146	1.74625	8.34904	0.0	0.0	1.41129	1.99564	1.64986	1.34372	1.62282	0.0	0.0	0.0	0.63854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66058	1.93188	4.52317	0.71567	0.0	0.0
k__Bacteria|p__Proteobacteria|c__CFGB2428|o__OFGB2428|f__FGB2428|g__GGB6646|s__GGB6646_SGB9384|t__SGB9384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01247	0.00321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30052	2.53824	1.80945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Ureaplasma|s__Ureaplasma_urealyticum|t__SGB5567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04221	0.0	0.0	0.23764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01749	0.00453	0.24534	20.07139	0.81317	8.56996	0.0	0.25412	0.0	2.59613	0.0	0.0	0.0	0.0	0.0	0.0	0.22977	0.0	0.05876	0.0	0.0	0.0	0.0	0.0	0.14729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35093	0.12708	0.0	0.0	0.0	0.0	0.15712	1.02033	0.47238
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_hominis|t__SGB5926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.19743	0.0	0.0	0.0	0.0	0.0	0.80536	0.0	0.04952	0.0	0.36985	0.0	0.0	0.29255	0.04624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04017	0.0	0.21493	7.42221	0.0	0.0	1.18044	0.96849	1.14681	0.0	0.02581	7.19779	3.01207	1.03356	0.15671	0.0	0.0	0.1055	0.18423	0.64272	11.64537	5.46212	0.06033	0.39621	0.09332	0.11852	0.05237	0.0322	0.0	0.0	0.0	0.11355	0.0	0.0	0.0	0.0	0.07082	0.0	0.0	0.19718	0.31525	0.15856	0.85653	0.07849	1.7688
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.98573	0.00571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15539	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis|t__SGB8180_group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.77286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15539	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_denticola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.41269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium|s__Atopobium_minutum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00191	0.0333	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_gasseri|t__SGB7038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.99564	0.0	0.0	0.0	0.0	0.0	0.0	5.34231	7.48514	4.33601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.08911	0.0	0.0	0.0	0.0	0.00352	0.00937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_denticola|t__SGB1540	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.41269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium|s__Atopobium_minutum|t__SGB987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00191	0.0333	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.63861	0.0	0.0	0.0	0.0	0.0	20.83826	5.18866	0.17305	0.0	0.0	0.0	0.0	0.0	0.0	0.09857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00293	0.0	0.0	0.0	0.0	0.0	0.0	0.03857	0.0	0.0	0.00118	0.2773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03882	0.0	0.0	0.0	0.01626	0.0	0.0	0.00169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.28399	2.91772	0.0	0.0	0.0	0.0	0.55305	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18007	0.0	0.28196	0.0	0.0	0.0	1.23067	0.11744	0.25843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.06451	0.0	0.0	0.0	0.0	0.0	1.58123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.50278	0.48867	0.0	0.0	0.17719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.18923	0.0	0.0	0.0	0.0	0.0	0.0	0.02783	0.04728	0.13181
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0421	0.0	0.0	0.0	0.0	0.0	0.00748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27457	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57802	0.0	0.0	0.0	0.0	0.0	11.64043	3.86902	0.13001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3035	0.0	0.0	0.0	0.0	0.54183	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16625	0.0	0.28196	0.0	0.0	0.0	0.41374	0.04011	0.15698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.06451	0.0	0.0	0.0	0.0	0.0	1.58123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.50278	0.48867	0.0	0.0	0.17323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.18923	0.0	0.0	0.0	0.0	0.0	0.0	0.02783	0.04728	0.13181
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14998	0.0	0.0	0.0	0.0	0.0	0.03171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0077	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_seminalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_massiliense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0421	0.0	0.0	0.0	0.0	0.0	0.00748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27457	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01382	0.0	0.0	0.0	0.0	0.0	0.01897	0.00055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica|t__SGB6936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57802	0.0	0.0	0.0	0.0	0.0	11.64043	3.86902	0.13001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3035	0.0	0.0	0.0	0.0	0.54183	0.0
