SampleID	SpeciesNumber	n	propGenomospecies	Genomospecies
4008435348	5	2	0.04	5
4008435348	6	34	0.68	6
4008435358	6	1	1	6
4009035168	1	691	0.09383487235198262	1
4009035168	2	72	0.00977729494839761	2
4009035168	3	257	0.03489951113525258	3
4009035168	4	56	0.0076045627376425855	4
4009035168	5	41	0.0055676262900597505	5
4009035168	6	5797	0.7872080391091798	6
4009035168	8	1	1.3579576317218902e-4	8
4009035168	9	1	1.3579576317218902e-4	9
4009035168	12	4	5.431830526887561e-4	12
4009035168	13	444	0.060293318848451925	13
4009035268	1	1338	0.0842251038650384	1
4009035268	2	89	0.005602417222711821	2
4009035268	3	6652	0.4187334760166184	3
4009035268	4	1308	0.08233664862142767	4
4009035268	5	63	0.003965756011582526	5
4009035268	6	6433	0.4049477527382601	6
4009035268	8	2	1.258970162407151e-4	8
4009035268	13	1	6.294850812035755e-5	13
4009035368	1	1118	0.2633066415449835	1
4009035368	2	112	0.0263777673104098	2
4009035368	3	1433	0.33749411210551106	3
4009035368	4	307	0.07230334432406971	4
4009035368	5	21	0.004945831370701837	5
4009035368	6	1255	0.29557230334432405	6
4009835178	1	49	0.012684442143411856	1
4009835178	2	141	0.036500129433083096	2
4009835178	3	3	7.76598498576236e-4	3
4009835178	4	1	2.588661661920787e-4	4
4009835178	7	1	2.588661661920787e-4	7
4009835178	8	474	0.1227025627750453	8
4009835178	9	21	0.005436189490033653	9
4009835178	10	3086	0.7988609888687549	10
4009835178	11	75	0.019414962464405904	11
4009835178	12	12	0.003106393994304944	12
4009835228	1	5	0.0028089887640449437	1
4009835228	2	49	0.02752808988764045	2
4009835228	8	217	0.12191011235955056	8
4009835228	9	3	0.0016853932584269663	9
4009835228	10	1386	0.7786516853932585	10
4009835228	11	88	0.04943820224719101	11
4009835228	12	32	0.017977528089887642	12
4009835268	2	16	0.009096077316657191	2
4009835268	8	191	0.10858442296759523	8
4009835268	9	4	0.0022740193291642978	9
4009835268	10	1502	0.8538942581011939	10
4009835268	11	44	0.025014212620807278	11
4009835268	12	2	0.0011370096645821489	12
